chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,class
0.27137264609336853,1040.0467746526137,1208.749586774278,2000.8892156685035,0.045535908497679814,-353.32952880859375,141.14749145507812,-20.590351104736328,18.529129028320312,8.38242244720459,-7.249403476715088,-7.404977798461914,-5.969491958618164,-6.852936744689941,-6.9101948738098145,-10.13919448852539,-9.342801094055176,-9.714399337768555,-11.374330520629883,-10.065739631652832,-6.244276523590088,-5.562402725219727,-3.277930498123169,-3.2429697513580322,-6.514455795288086,orch
0.22870968282222748,1430.737062206054,1385.5877631376552,2498.0014455843966,0.09434703995069606,-310.54681396484375,144.89610290527344,-45.336753845214844,13.821022033691406,-19.00900650024414,-7.741506576538086,-14.141530990600586,-11.355112075805664,-13.925771713256836,-8.345744132995605,-13.758965492248535,-13.477232933044434,-14.215604782104492,-12.77295970916748,-9.743961334228516,-1.3937054872512817,-1.4607203006744385,7.136428356170654,3.1091177463531494,-4.413041114807129,orch
0.2514679729938507,1205.3102378797828,1311.8323499717358,2189.6169994380803,0.07357412811774942,-291.9200744628906,166.64349365234375,-35.580406188964844,23.652294158935547,-9.217860221862793,-2.115137815475464,-8.320450782775879,-4.1970534324646,-10.114974975585938,-7.248793601989746,-10.781131744384766,-10.787302017211914,-7.283907890319824,-5.205413341522217,-4.12678337097168,-0.9662180542945862,1.5149710178375244,2.8700408935546875,-9.670374870300293,-11.302908897399902,orch
0.2756284773349762,1266.2861116318993,1296.1920503931754,2224.6146996447214,0.083482498912413,-267.9881896972656,163.58139038085938,-41.63056945800781,20.01294708251953,-13.434988021850586,-1.8306844234466553,-8.378662109375,-5.360207557678223,-13.441959381103516,-9.844045639038086,-11.162884712219238,-7.393831253051758,-3.6851580142974854,-5.8437910079956055,-7.645059585571289,-2.99904727935791,1.1975243091583252,6.477194786071777,-6.234131336212158,-12.256068229675293,orch
0.27402305603027344,1600.774800292281,1667.1230349353013,3021.667961952581,0.10204285092807425,-131.9736328125,138.36175537109375,-36.8920783996582,28.348512649536133,-9.006294250488281,9.236720085144043,-7.783332347869873,-0.6675050854682922,-13.827821731567383,-7.265049934387207,-6.809325695037842,-0.8968983888626099,-9.159259796142578,-8.046591758728027,-5.373591899871826,-1.0036994218826294,-12.487059593200684,0.007603001315146685,-5.863571643829346,-15.229751586914062,orch
0.21956612169742584,1154.0828966325098,1243.467057885619,2027.118755437935,0.07568359375,-363.0196228027344,170.00909423828125,-34.95222854614258,28.932769775390625,-9.88613224029541,-2.615842819213867,-12.982020378112793,-9.631300926208496,-11.43509578704834,-9.656206130981445,-5.7911601066589355,-6.07637357711792,-8.366230964660645,-12.104619979858398,-9.118277549743652,-1.0198874473571777,-1.1889331340789795,-2.3666021823883057,-3.0081164836883545,2.76108980178833,orch
0.22407658398151398,1269.8150776608397,1337.7890544275963,2325.2611908171402,0.07543208925464037,-275.6224060058594,157.63101196289062,-38.38240432739258,20.8072566986084,-9.812458992004395,-8.063774108886719,-11.422199249267578,-7.083372592926025,-9.403424263000488,-7.36429500579834,-10.85720443725586,-9.850638389587402,-6.5669355392456055,-5.981629371643066,-4.26467752456665,0.35425063967704773,-0.9388298392295837,-2.954914093017578,-7.90004825592041,-4.895890712738037,orch
0.32214611768722534,1602.6834720747743,1648.974226828137,3039.653932080191,0.0931676877900232,-193.44956970214844,138.4154052734375,-40.21888732910156,27.75644874572754,-13.119715690612793,5.537121295928955,-10.662176132202148,2.507718563079834,-12.542556762695312,-8.943422317504883,-12.029274940490723,-2.9463729858398438,-1.590988039970398,-2.1881213188171387,-3.4136104583740234,-1.2521613836288452,-5.922297477722168,-0.9838263988494873,-8.46116828918457,-11.338907241821289,orch
0.25755059719085693,1747.9169367646784,1697.0160113679647,3232.5035006706785,0.11399271316705337,-145.6737060546875,129.84584045410156,-44.10985565185547,26.367612838745117,-13.70978832244873,9.409377098083496,-11.470146179199219,-2.410099506378174,-17.900789260864258,-4.482141971588135,-6.406948089599609,-2.2808690071105957,-7.545783996582031,-7.522136211395264,-7.072837829589844,2.1584248542785645,-3.9714958667755127,-2.3004720211029053,-9.885846138000488,-4.213366508483887,orch
0.24838127195835114,1297.259407518423,1300.9738299783207,2221.8918236115137,0.08468677494199536,-337.3541259765625,150.9145050048828,-35.69700622558594,14.137840270996094,-8.123746871948242,-4.630299091339111,-12.785054206848145,-13.084604263305664,-17.28261375427246,-8.839439392089844,-4.946949005126953,-2.5401670932769775,-5.015629768371582,-5.643782615661621,-3.414862871170044,0.6614225506782532,-4.46560525894165,-2.7277941703796387,-2.439934015274048,0.8478280901908875,orch
0.26113036274909973,1039.8885315268028,1138.025753467626,1721.9068345780163,0.0653356565400232,-386.9049377441406,168.64715576171875,-27.256654739379883,5.610263347625732,-6.804653644561768,-8.69325065612793,-10.643011093139648,-11.760388374328613,-17.009441375732422,-7.515984058380127,-8.07401180267334,-13.540417671203613,-10.381924629211426,-6.716419696807861,-3.4851510524749756,1.5591204166412354,-1.3458006381988525,-0.31700924038887024,-4.224341869354248,-1.230027437210083,orch
0.30467337369918823,1289.4785698910725,1403.2494721880178,2358.8100212079466,0.07231660564095127,-436.0260925292969,148.1370849609375,-24.975900650024414,20.7962589263916,-1.0413326025009155,-2.6041347980499268,-4.328854084014893,-3.075275182723999,-4.630452632904053,-3.7432427406311035,-3.702826976776123,-1.4148814678192139,1.4137166738510132,-0.28351637721061707,3.6902358531951904,5.541907787322998,1.569516897201538,-0.701657772064209,-1.293387770652771,1.6713166236877441,orch
0.32342636585235596,1425.348946737482,1534.032378329641,2749.5052612021464,0.08393905887470998,-213.65200805664062,152.7868194580078,-34.420555114746094,32.93121337890625,-8.606720924377441,5.526246547698975,-7.540187358856201,0.11356249451637268,-11.139727592468262,-4.517867088317871,-4.44957971572876,0.2395760864019394,-1.7383040189743042,-3.5534634590148926,-3.13799786567688,0.6287387013435364,-4.009163856506348,-3.351534843444824,-11.619022369384766,-3.8346569538116455,orch
0.295955091714859,1459.3730051881398,1542.942435998735,2773.0369054524363,0.09152384534512761,-167.94464111328125,150.17813110351562,-38.92524719238281,30.868083953857422,-13.369622230529785,5.184916973114014,-11.21401309967041,-3.241820812225342,-13.971582412719727,-5.2943315505981445,-9.554542541503906,-3.783543109893799,-4.448544025421143,-4.018253326416016,-2.105302095413208,1.849629521369934,-3.1052606105804443,-4.5930986404418945,-13.536687850952148,-4.480891227722168,orch
0.37206077575683594,1195.8308393891598,1333.4072422270444,2251.668596378335,0.06335081025232019,-221.49803161621094,171.06703186035156,-35.86228561401367,26.11993408203125,-9.189628601074219,3.5752615928649902,-3.0225229263305664,2.6174027919769287,-5.7991485595703125,-6.335267543792725,-11.070638656616211,-7.2586894035339355,0.298034131526947,0.40726032853126526,0.4618809223175049,0.15452136099338531,-6.287097930908203,-2.9186313152313232,-6.161293029785156,-2.1918888092041016,orch
0.21246939897537231,1356.2533679340513,1351.6065920064657,2331.4813388196058,0.09413405416183294,-288.0306396484375,153.0174560546875,-46.48076629638672,19.899370193481445,-12.524394035339355,-0.7667210698127747,-10.06743335723877,-6.01671838760376,-18.006877899169922,-10.893487930297852,-11.222845077514648,-1.0292503833770752,-2.647451400756836,-7.108549118041992,-8.7933931350708,-2.333141803741455,-5.51298189163208,-6.376989841461182,-15.87918758392334,-7.36942720413208,orch
0.26621124148368835,1387.7006146438298,1435.5047552470685,2540.168553328016,0.08575963420823667,-198.68536376953125,153.2803955078125,-40.33617401123047,24.447002410888672,-7.209338188171387,5.130335807800293,-6.765209674835205,-4.545921802520752,-13.139570236206055,-6.1766862869262695,-7.843810081481934,-4.334039211273193,-2.7994329929351807,-1.4316577911376953,-1.899277925491333,-1.1178616285324097,-1.7179880142211914,1.7569444179534912,-8.430697441101074,-7.142035484313965,orch
0.24403859674930573,1038.0417876047768,1331.5753156634094,2062.8658710665604,0.048899497897331785,-415.79901123046875,174.46714782714844,-23.639719009399414,44.58679962158203,-3.925398111343384,6.590667247772217,-5.285600185394287,2.3224761486053467,-6.236149311065674,-2.8002209663391113,-6.470088005065918,-4.333113193511963,-0.7453887462615967,-2.565030574798584,-0.01766481064260006,2.309579372406006,2.21646785736084,2.6609818935394287,-2.557133197784424,-5.238301753997803,orch
0.26378053426742554,1141.9867263521414,1357.872680351901,2160.939369290168,0.058697977088167055,-439.4559631347656,164.92347717285156,-28.862398147583008,39.25632095336914,-4.054155349731445,6.32620906829834,-9.187561988830566,-2.994147777557373,-11.135573387145996,-5.566866874694824,-4.286043643951416,0.43609511852264404,-0.959987998008728,-2.5110509395599365,-0.6382606029510498,-0.7238026261329651,-3.1283018589019775,-4.339379787445068,-2.0685651302337646,5.354131698608398,orch
0.2199290692806244,1257.940630125731,1295.4551104952732,2230.485120450261,0.08288092734918794,-361.9051513671875,162.24241638183594,-45.04535675048828,31.747499465942383,-7.077120304107666,-0.15651994943618774,-9.739591598510742,-7.223618507385254,-11.357314109802246,-4.3397674560546875,-7.730902671813965,-8.335834503173828,-6.824820518493652,-7.781240940093994,-2.8395466804504395,-0.03843211010098457,-2.241215944290161,-0.8627384901046753,-2.8955910205841064,-4.750007152557373,orch
